account_id,plan_tier,user_segment,platform,acquisition_channel,accounts_linked,goals_set,account_age_days,monthly_revenue,churned_90d,upgraded_90d
fw_acc_00358,free,savings_motivated,ios,referral,3,0,147,0.0,False,False
fw_acc_00359,free,new_to_tracking,ios,paid_social,1,1,253,0.0,True,False
fw_acc_00360,free,anxious_tracker,ios,organic,1,0,137,0.0,False,False
fw_acc_00361,free,anxious_tracker,ios,organic,4,0,716,0.0,False,True
fw_acc_00362,pro,budget_focused,ios,organic,1,0,378,9.99,True,False
fw_acc_00363,free,new_to_tracking,ios,other,1,0,477,0.0,False,False
fw_acc_00364,free,mint_refugee,ios,organic,3,0,241,0.0,False,False
fw_acc_00365,free,anxious_tracker,android,organic,4,0,80,0.0,False,False
fw_acc_00366,pro,new_to_tracking,ios,organic,4,4,486,9.99,False,False
fw_acc_00367,free,savings_motivated,ios,organic,3,0,205,0.0,False,True
fw_acc_00368,free,anxious_tracker,ios,paid_social,1,0,577,0.0,True,False
fw_acc_00369,free,savings_motivated,android,organic,1,0,570,0.0,False,False
fw_acc_00370,free,budget_focused,ios,other,3,0,528,0.0,True,False
fw_acc_00371,free,new_to_tracking,android,organic,1,0,497,0.0,False,False
fw_acc_00372,pro,anxious_tracker,android,organic,1,0,71,9.99,False,False
fw_acc_00373,free,new_to_tracking,ios,other,4,0,191,0.0,False,False
fw_acc_00374,free,savings_motivated,android,paid_social,1,0,595,0.0,False,False
fw_acc_00375,pro,new_to_tracking,ios,organic,2,1,516,9.99,False,False
fw_acc_00376,free,budget_focused,ios,referral,2,0,147,0.0,False,False
fw_acc_00377,free,anxious_tracker,android,other,1,0,127,0.0,False,False
fw_acc_00378,free,new_to_tracking,ios,organic,2,0,323,0.0,False,False
fw_acc_00379,pro,budget_focused,ios,referral,1,0,589,9.99,False,False
fw_acc_00380,pro,anxious_tracker,android,organic,1,0,328,9.99,True,False
fw_acc_00381,free,anxious_tracker,android,paid_social,4,3,595,0.0,False,False
fw_acc_00382,pro,anxious_tracker,android,organic,2,0,341,9.99,False,False
fw_acc_00383,pro,savings_motivated,ios,organic,2,0,228,9.99,False,False
fw_acc_00384,pro,savings_motivated,ios,paid_social,1,0,443,9.99,False,False
fw_acc_00385,free,budget_focused,ios,organic,1,0,504,0.0,False,False
fw_acc_00386,free,budget_focused,android,organic,2,0,34,0.0,True,False
fw_acc_00387,free,mint_refugee,ios,other,4,0,109,0.0,False,False
fw_acc_00388,pro,savings_motivated,ios,organic,2,0,353,9.99,False,False
fw_acc_00389,free,new_to_tracking,ios,referral,2,0,318,0.0,False,False
fw_acc_00390,free,anxious_tracker,ios,organic,1,0,691,0.0,False,False
fw_acc_00391,free,savings_motivated,android,paid_social,3,0,132,0.0,False,False
fw_acc_00392,free,savings_motivated,ios,paid_social,3,0,404,0.0,True,False
fw_acc_00393,free,new_to_tracking,ios,organic,1,0,727,0.0,True,False
fw_acc_00394,free,new_to_tracking,android,paid_social,1,0,410,0.0,True,False
fw_acc_00395,pro,budget_focused,android,paid_social,1,0,94,9.99,False,False
fw_acc_00396,free,savings_motivated,ios,paid_social,3,0,649,0.0,True,False
fw_acc_00397,pro,mint_refugee,ios,paid_social,1,0,713,9.99,False,False
fw_acc_00398,pro,new_to_tracking,ios,other,1,3,82,9.99,False,False
fw_acc_00399,free,anxious_tracker,ios,other,1,0,652,0.0,False,False
fw_acc_00400,free,savings_motivated,android,other,1,0,116,0.0,False,False
fw_acc_00401,free,budget_focused,ios,paid_social,1,0,406,0.0,False,False
fw_acc_00402,free,budget_focused,android,referral,4,3,425,0.0,False,False
fw_acc_00403,pro,mint_refugee,ios,mint_refugee,3,0,324,9.99,False,False
fw_acc_00404,pro,new_to_tracking,ios,organic,1,0,467,9.99,True,False
fw_acc_00405,pro,savings_motivated,ios,paid_social,1,0,430,9.99,False,False
fw_acc_00406,pro,new_to_tracking,ios,organic,1,0,332,9.99,True,False
fw_acc_00407,pro,budget_focused,ios,organic,1,0,219,9.99,True,False
fw_acc_00408,free,new_to_tracking,android,organic,1,0,489,0.0,False,False
fw_acc_00409,free,budget_focused,android,organic,1,0,499,0.0,True,False
fw_acc_00410,pro,mint_refugee,android,organic,2,2,409,9.99,False,False
fw_acc_00411,pro,anxious_tracker,ios,organic,4,2,712,9.99,False,False
fw_acc_00412,pro,anxious_tracker,android,other,3,0,672,9.99,False,False
fw_acc_00413,free,anxious_tracker,ios,paid_social,1,0,652,0.0,True,False
fw_acc_00414,pro,new_to_tracking,ios,referral,4,0,637,9.99,True,False
fw_acc_00415,free,new_to_tracking,android,other,1,0,281,0.0,False,False
fw_acc_00416,free,budget_focused,ios,organic,1,0,628,0.0,True,False
fw_acc_00417,free,budget_focused,ios,other,1,0,428,0.0,True,False
fw_acc_00418,free,anxious_tracker,android,organic,1,0,561,0.0,False,False
fw_acc_00419,free,budget_focused,ios,referral,2,0,585,0.0,False,False
fw_acc_00420,pro,savings_motivated,android,other,1,0,357,9.99,True,False
fw_acc_00421,free,new_to_tracking,ios,other,3,0,394,0.0,False,False
fw_acc_00422,free,savings_motivated,android,referral,1,0,497,0.0,False,False
fw_acc_00423,free,mint_refugee,ios,mint_refugee,1,0,154,0.0,True,False
fw_acc_00424,pro,anxious_tracker,android,organic,1,0,96,9.99,False,False
fw_acc_00425,free,savings_motivated,ios,organic,1,0,186,0.0,True,False
fw_acc_00426,pro,anxious_tracker,ios,paid_social,1,0,453,9.99,True,False
fw_acc_00427,free,anxious_tracker,ios,organic,1,0,343,0.0,False,False
fw_acc_00428,free,mint_refugee,ios,other,3,0,333,0.0,False,True
fw_acc_00429,free,new_to_tracking,ios,paid_social,4,0,550,0.0,False,False
fw_acc_00430,pro,budget_focused,ios,other,4,2,427,9.99,False,False
fw_acc_00431,free,anxious_tracker,ios,organic,1,0,680,0.0,True,False
fw_acc_00432,pro,savings_motivated,android,organic,1,0,124,9.99,True,False
fw_acc_00433,pro,budget_focused,ios,paid_social,1,0,499,9.99,True,False
fw_acc_00434,pro,anxious_tracker,ios,organic,4,0,546,9.99,False,False
fw_acc_00435,free,new_to_tracking,ios,referral,1,1,303,0.0,False,False
fw_acc_00436,pro,new_to_tracking,android,paid_social,2,0,433,9.99,False,False
fw_acc_00437,pro,savings_motivated,ios,organic,1,0,27,9.99,False,False
fw_acc_00438,pro,savings_motivated,ios,organic,1,3,537,9.99,True,False
fw_acc_00439,free,anxious_tracker,android,organic,2,2,489,0.0,False,False
fw_acc_00440,pro,mint_refugee,ios,mint_refugee,4,2,60,9.99,False,False
fw_acc_00441,free,new_to_tracking,android,organic,1,0,109,0.0,True,False
fw_acc_00442,free,budget_focused,android,referral,1,0,503,0.0,False,False
fw_acc_00443,free,savings_motivated,ios,other,1,3,177,0.0,False,False
fw_acc_00444,free,savings_motivated,android,referral,1,0,714,0.0,False,False
fw_acc_00445,free,budget_focused,android,paid_social,3,0,78,0.0,True,False
fw_acc_00446,free,mint_refugee,android,organic,1,0,699,0.0,False,False
fw_acc_00447,free,savings_motivated,ios,referral,1,0,670,0.0,False,False
fw_acc_00448,pro,anxious_tracker,android,organic,1,0,494,9.99,False,False
fw_acc_00449,free,budget_focused,ios,other,1,0,65,0.0,False,False
fw_acc_00450,pro,anxious_tracker,ios,paid_social,1,0,104,9.99,False,False
fw_acc_00451,free,budget_focused,android,organic,2,1,436,0.0,False,False
fw_acc_00452,pro,new_to_tracking,ios,referral,1,0,481,9.99,True,False
fw_acc_00453,free,anxious_tracker,ios,paid_social,1,0,648,0.0,False,False
fw_acc_00454,free,anxious_tracker,android,organic,1,0,377,0.0,False,False
fw_acc_00455,free,savings_motivated,ios,organic,1,0,157,0.0,False,False
fw_acc_00456,free,mint_refugee,ios,mint_refugee,1,0,234,0.0,False,False
fw_acc_00457,free,new_to_tracking,android,referral,1,0,475,0.0,False,False
fw_acc_00458,pro,anxious_tracker,android,paid_social,1,0,457,9.99,False,False
fw_acc_00459,free,new_to_tracking,ios,paid_social,1,3,145,0.0,False,False
fw_acc_00460,free,budget_focused,android,other,3,0,268,0.0,False,False
fw_acc_00461,free,budget_focused,android,referral,1,0,320,0.0,False,False
fw_acc_00462,pro,savings_motivated,ios,organic,1,0,311,9.99,False,False
fw_acc_00463,free,savings_motivated,android,organic,1,0,569,0.0,True,False
fw_acc_00464,free,budget_focused,ios,referral,1,0,441,0.0,False,False
fw_acc_00465,pro,budget_focused,ios,organic,4,0,404,9.99,True,False
fw_acc_00466,free,mint_refugee,android,referral,1,0,163,0.0,False,False
fw_acc_00467,free,new_to_tracking,ios,other,1,0,589,0.0,False,False
fw_acc_00468,free,mint_refugee,android,organic,3,4,694,0.0,False,False
fw_acc_00469,pro,anxious_tracker,android,organic,1,0,467,9.99,False,False
fw_acc_00470,pro,savings_motivated,android,paid_social,4,0,631,9.99,False,False
fw_acc_00471,free,anxious_tracker,android,organic,1,0,191,0.0,True,False
fw_acc_00472,free,mint_refugee,ios,mint_refugee,4,0,19,0.0,False,True
fw_acc_00473,pro,savings_motivated,android,referral,4,0,691,9.99,False,False
fw_acc_00474,free,savings_motivated,ios,other,1,3,547,0.0,False,False
fw_acc_00475,free,budget_focused,android,referral,2,0,353,0.0,False,False
fw_acc_00476,free,savings_motivated,android,referral,1,0,131,0.0,False,False
fw_acc_00477,free,savings_motivated,android,referral,1,0,342,0.0,False,False
fw_acc_00478,free,savings_motivated,ios,paid_social,1,0,397,0.0,False,False
fw_acc_00479,free,savings_motivated,ios,organic,4,0,112,0.0,False,False
fw_acc_00480,free,savings_motivated,ios,referral,4,0,120,0.0,False,False
fw_acc_00481,free,new_to_tracking,ios,referral,1,0,38,0.0,True,False
fw_acc_00482,free,mint_refugee,ios,paid_social,1,0,247,0.0,True,False
fw_acc_00483,free,budget_focused,ios,organic,1,3,647,0.0,False,False
fw_acc_00484,free,mint_refugee,ios,mint_refugee,1,0,322,0.0,True,False
fw_acc_00485,pro,anxious_tracker,ios,organic,1,0,414,9.99,False,False
fw_acc_00486,free,savings_motivated,ios,other,1,0,677,0.0,False,False
fw_acc_00487,free,anxious_tracker,ios,referral,1,0,564,0.0,True,False
fw_acc_00488,pro,savings_motivated,ios,other,2,0,538,9.99,False,False
fw_acc_00489,pro,mint_refugee,ios,mint_refugee,1,0,69,9.99,False,False
fw_acc_00490,pro,budget_focused,ios,organic,2,0,82,9.99,False,False
fw_acc_00491,free,budget_focused,ios,referral,2,0,116,0.0,False,False
fw_acc_00492,free,savings_motivated,ios,referral,1,0,593,0.0,False,False
fw_acc_00493,free,budget_focused,android,referral,1,0,670,0.0,False,False
fw_acc_00494,pro,new_to_tracking,ios,paid_social,1,0,326,9.99,True,False
fw_acc_00495,pro,mint_refugee,ios,mint_refugee,4,0,565,9.99,False,False
fw_acc_00496,free,anxious_tracker,ios,paid_social,1,0,45,0.0,False,False
fw_acc_00497,free,anxious_tracker,ios,other,1,0,566,0.0,False,False
fw_acc_00498,free,mint_refugee,android,organic,1,0,489,0.0,True,True
fw_acc_00499,free,new_to_tracking,android,referral,2,0,540,0.0,True,False
fw_acc_00500,pro,new_to_tracking,android,paid_social,2,4,381,9.99,False,False
fw_acc_00501,free,anxious_tracker,ios,other,1,0,383,0.0,False,False
fw_acc_00502,free,savings_motivated,ios,other,1,0,662,0.0,False,False
fw_acc_00503,free,anxious_tracker,android,paid_social,1,0,683,0.0,True,False
fw_acc_00504,pro,mint_refugee,ios,mint_refugee,1,0,367,9.99,False,False
fw_acc_00505,free,budget_focused,ios,organic,1,0,92,0.0,True,False
fw_acc_00506,free,savings_motivated,android,referral,1,0,438,0.0,False,False
fw_acc_00507,free,mint_refugee,ios,mint_refugee,2,0,36,0.0,False,False
fw_acc_00508,free,savings_motivated,ios,organic,1,0,198,0.0,True,False
fw_acc_00509,pro,mint_refugee,android,mint_refugee,4,0,101,9.99,False,False
fw_acc_00510,pro,anxious_tracker,android,referral,1,0,610,9.99,True,False
fw_acc_00511,pro,anxious_tracker,android,paid_social,1,0,478,9.99,True,False
fw_acc_00512,free,anxious_tracker,ios,paid_social,1,0,530,0.0,False,False
fw_acc_00513,free,new_to_tracking,android,other,1,0,558,0.0,True,False
fw_acc_00514,free,savings_motivated,android,other,1,0,708,0.0,False,False
fw_acc_00515,free,mint_refugee,ios,mint_refugee,4,0,404,0.0,False,False
fw_acc_00516,free,anxious_tracker,android,other,4,0,99,0.0,False,False
fw_acc_00517,pro,mint_refugee,ios,organic,1,0,21,9.99,True,False
fw_acc_00518,pro,budget_focused,ios,paid_social,4,0,613,9.99,False,False
fw_acc_00519,free,anxious_tracker,android,referral,1,0,437,0.0,False,False
fw_acc_00520,free,budget_focused,android,paid_social,1,0,421,0.0,False,False
fw_acc_00521,pro,budget_focused,android,organic,1,0,233,9.99,False,False
fw_acc_00522,pro,savings_motivated,android,organic,1,0,412,9.99,True,False
fw_acc_00523,free,anxious_tracker,android,paid_social,3,0,79,0.0,True,True
fw_acc_00524,free,new_to_tracking,android,paid_social,4,2,625,0.0,False,True
fw_acc_00525,pro,new_to_tracking,ios,organic,1,0,627,9.99,False,False
fw_acc_00526,free,savings_motivated,ios,referral,1,2,175,0.0,False,False
fw_acc_00527,free,savings_motivated,ios,referral,1,0,84,0.0,False,False
fw_acc_00528,free,mint_refugee,ios,mint_refugee,1,0,245,0.0,True,False
fw_acc_00529,free,budget_focused,ios,organic,2,0,315,0.0,False,False
fw_acc_00530,pro,new_to_tracking,ios,referral,1,0,400,9.99,False,False
fw_acc_00531,pro,new_to_tracking,ios,paid_social,1,0,614,9.99,False,False
fw_acc_00532,free,budget_focused,android,organic,1,0,249,0.0,True,False
fw_acc_00533,free,savings_motivated,ios,organic,1,0,422,0.0,False,False
fw_acc_00534,pro,budget_focused,ios,other,4,0,289,9.99,False,False
fw_acc_00535,pro,budget_focused,ios,referral,2,0,285,9.99,False,False
fw_acc_00536,pro,budget_focused,android,organic,1,0,94,9.99,False,False
fw_acc_00537,free,mint_refugee,ios,organic,1,0,507,0.0,True,False
fw_acc_00538,free,anxious_tracker,ios,referral,2,0,537,0.0,False,False
fw_acc_00539,free,budget_focused,android,organic,1,0,369,0.0,False,False
fw_acc_00540,pro,savings_motivated,ios,referral,1,0,26,9.99,True,False
fw_acc_00541,free,budget_focused,android,organic,3,0,283,0.0,False,False
fw_acc_00542,free,budget_focused,ios,referral,1,0,387,0.0,True,False
fw_acc_00543,free,savings_motivated,ios,organic,1,0,290,0.0,False,False
fw_acc_00544,free,mint_refugee,android,paid_social,3,0,23,0.0,True,False
fw_acc_00545,free,budget_focused,ios,organic,4,1,595,0.0,False,True
fw_acc_00546,free,new_to_tracking,ios,referral,4,0,280,0.0,False,False
fw_acc_00547,free,budget_focused,ios,referral,4,0,634,0.0,False,False
fw_acc_00548,pro,anxious_tracker,ios,paid_social,1,0,471,9.99,True,False
fw_acc_00549,free,savings_motivated,ios,organic,1,0,359,0.0,False,False
fw_acc_00550,pro,anxious_tracker,ios,organic,3,0,682,9.99,False,False
fw_acc_00551,free,new_to_tracking,android,other,1,0,615,0.0,False,False
fw_acc_00552,pro,anxious_tracker,ios,organic,3,0,95,9.99,True,False
fw_acc_00553,free,new_to_tracking,ios,organic,1,0,420,0.0,False,False
fw_acc_00554,free,anxious_tracker,android,paid_social,3,0,248,0.0,False,False
fw_acc_00555,free,anxious_tracker,ios,paid_social,1,0,347,0.0,False,False
fw_acc_00556,pro,budget_focused,ios,other,4,0,566,9.99,False,False
fw_acc_00557,pro,new_to_tracking,ios,referral,3,0,560,9.99,False,False
fw_acc_00558,free,anxious_tracker,ios,paid_social,2,0,173,0.0,False,False
fw_acc_00559,free,anxious_tracker,ios,referral,1,0,517,0.0,False,True
fw_acc_00560,free,anxious_tracker,ios,organic,4,0,396,0.0,False,False
fw_acc_00561,pro,savings_motivated,android,organic,1,0,95,9.99,True,False
fw_acc_00562,pro,new_to_tracking,android,referral,1,0,305,9.99,False,False
fw_acc_00563,free,anxious_tracker,ios,organic,1,0,127,0.0,False,False
fw_acc_00564,pro,anxious_tracker,ios,organic,3,1,561,9.99,False,False
fw_acc_00565,pro,savings_motivated,ios,organic,3,0,519,9.99,False,False
fw_acc_00566,pro,mint_refugee,ios,mint_refugee,1,1,352,9.99,True,False
fw_acc_00567,pro,anxious_tracker,ios,organic,1,0,270,9.99,False,False
fw_acc_00568,free,mint_refugee,ios,referral,2,0,467,0.0,True,False
fw_acc_00569,pro,anxious_tracker,ios,other,4,0,344,9.99,True,False
fw_acc_00570,pro,budget_focused,ios,referral,2,0,217,9.99,False,False
fw_acc_00571,free,anxious_tracker,android,organic,1,0,185,0.0,False,False
fw_acc_00572,free,new_to_tracking,android,referral,1,0,718,0.0,True,False
fw_acc_00573,free,anxious_tracker,android,other,1,2,654,0.0,False,False
fw_acc_00574,pro,anxious_tracker,ios,other,1,0,674,9.99,False,False
fw_acc_00575,free,anxious_tracker,android,paid_social,2,0,151,0.0,False,False
fw_acc_00576,free,savings_motivated,ios,organic,3,0,370,0.0,False,False
fw_acc_00577,pro,savings_motivated,ios,organic,1,0,316,9.99,False,False
fw_acc_00578,free,mint_refugee,ios,referral,1,0,33,0.0,True,False
fw_acc_00579,free,new_to_tracking,android,organic,1,0,713,0.0,False,False
fw_acc_00580,free,savings_motivated,ios,paid_social,2,2,82,0.0,False,True
fw_acc_00581,free,mint_refugee,ios,mint_refugee,1,0,687,0.0,False,True
fw_acc_00582,free,savings_motivated,ios,other,1,0,685,0.0,False,False
fw_acc_00583,pro,anxious_tracker,ios,other,1,0,439,9.99,False,False
fw_acc_00584,free,savings_motivated,ios,referral,1,1,325,0.0,False,True
fw_acc_00585,pro,budget_focused,ios,paid_social,1,0,268,9.99,False,False
fw_acc_00586,free,savings_motivated,android,referral,3,0,604,0.0,False,False
fw_acc_00587,free,mint_refugee,ios,paid_social,4,0,687,0.0,False,False
fw_acc_00588,pro,budget_focused,ios,referral,1,0,454,9.99,True,False
fw_acc_00589,free,budget_focused,ios,paid_social,3,0,274,0.0,False,False
fw_acc_00590,pro,new_to_tracking,android,paid_social,2,2,323,9.99,False,False
fw_acc_00591,free,new_to_tracking,android,organic,1,0,580,0.0,False,False
fw_acc_00592,free,budget_focused,ios,organic,3,0,610,0.0,False,False
fw_acc_00593,free,new_to_tracking,android,referral,4,0,508,0.0,False,False
fw_acc_00594,free,mint_refugee,ios,mint_refugee,1,1,404,0.0,False,True
fw_acc_00595,pro,budget_focused,android,organic,1,0,246,9.99,False,False
fw_acc_00596,pro,savings_motivated,android,organic,3,2,550,9.99,False,False
fw_acc_00597,free,anxious_tracker,android,paid_social,1,0,470,0.0,False,False
fw_acc_00598,free,mint_refugee,ios,organic,1,0,501,0.0,True,True
fw_acc_00599,free,mint_refugee,ios,organic,3,0,586,0.0,False,False
fw_acc_00600,pro,anxious_tracker,ios,referral,1,0,345,9.99,False,False
fw_acc_00601,free,budget_focused,ios,organic,1,0,366,0.0,True,False
fw_acc_00602,pro,savings_motivated,android,paid_social,1,0,163,9.99,False,False
fw_acc_00603,free,savings_motivated,ios,referral,1,1,101,0.0,False,False
fw_acc_00604,free,new_to_tracking,ios,paid_social,3,0,127,0.0,True,False
fw_acc_00605,free,anxious_tracker,ios,organic,1,0,508,0.0,False,False
fw_acc_00606,pro,budget_focused,android,paid_social,3,0,275,9.99,True,False
fw_acc_00607,pro,anxious_tracker,ios,other,1,0,82,9.99,True,False
fw_acc_00608,pro,savings_motivated,android,organic,1,0,678,9.99,False,False
fw_acc_00609,free,savings_motivated,android,paid_social,1,0,625,0.0,True,False
fw_acc_00610,free,new_to_tracking,ios,organic,3,0,556,0.0,False,False
fw_acc_00611,free,budget_focused,android,organic,2,0,527,0.0,False,False
fw_acc_00612,pro,new_to_tracking,ios,paid_social,3,0,300,9.99,False,False
fw_acc_00613,pro,anxious_tracker,ios,other,1,0,641,9.99,False,False
fw_acc_00614,free,savings_motivated,ios,organic,4,0,633,0.0,True,False
fw_acc_00615,free,savings_motivated,ios,organic,1,0,719,0.0,False,False
fw_acc_00616,pro,new_to_tracking,ios,other,4,0,175,9.99,False,False
fw_acc_00617,pro,anxious_tracker,android,organic,1,0,44,9.99,False,False
fw_acc_00618,free,budget_focused,ios,other,1,0,666,0.0,True,False
fw_acc_00619,free,anxious_tracker,android,referral,1,0,287,0.0,False,False
fw_acc_00620,free,anxious_tracker,ios,referral,1,0,151,0.0,False,False
fw_acc_00621,free,new_to_tracking,ios,organic,3,0,211,0.0,False,True
fw_acc_00622,free,budget_focused,android,other,1,2,223,0.0,False,False
fw_acc_00623,free,budget_focused,ios,paid_social,1,0,56,0.0,False,False
fw_acc_00624,free,new_to_tracking,ios,paid_social,1,0,670,0.0,False,False
fw_acc_00625,free,new_to_tracking,ios,other,1,0,545,0.0,False,False
fw_acc_00626,free,mint_refugee,android,organic,1,0,464,0.0,True,False
fw_acc_00627,free,savings_motivated,ios,paid_social,1,0,159,0.0,False,False
fw_acc_00628,free,anxious_tracker,android,other,3,0,573,0.0,False,True
fw_acc_00629,free,new_to_tracking,android,other,4,0,106,0.0,False,False
fw_acc_00630,free,mint_refugee,ios,referral,4,0,663,0.0,False,False
fw_acc_00631,free,anxious_tracker,ios,organic,1,0,188,0.0,False,False
fw_acc_00632,free,new_to_tracking,ios,referral,4,0,443,0.0,False,False
fw_acc_00633,pro,anxious_tracker,ios,organic,1,0,651,9.99,True,False
fw_acc_00634,free,budget_focused,android,referral,4,0,519,0.0,False,False
fw_acc_00635,free,savings_motivated,ios,other,1,0,298,0.0,False,False
fw_acc_00636,free,anxious_tracker,android,organic,1,0,47,0.0,False,False
fw_acc_00637,pro,anxious_tracker,ios,organic,4,0,702,9.99,False,False
fw_acc_00638,free,mint_refugee,ios,paid_social,2,0,606,0.0,True,False
fw_acc_00639,free,anxious_tracker,ios,paid_social,1,0,313,0.0,True,False
fw_acc_00640,free,budget_focused,ios,organic,1,3,73,0.0,False,False
fw_acc_00641,free,mint_refugee,android,mint_refugee,1,0,308,0.0,False,False
fw_acc_00642,pro,new_to_tracking,android,paid_social,1,0,661,9.99,False,False
fw_acc_00643,pro,anxious_tracker,ios,organic,4,1,135,9.99,False,False
fw_acc_00644,pro,new_to_tracking,ios,organic,1,0,587,9.99,True,False
fw_acc_00645,pro,savings_motivated,ios,organic,1,0,321,9.99,True,False
fw_acc_00646,free,savings_motivated,ios,referral,1,0,644,0.0,False,False
fw_acc_00647,pro,new_to_tracking,ios,paid_social,1,0,50,9.99,False,False
fw_acc_00648,pro,new_to_tracking,ios,organic,1,0,437,9.99,True,False
fw_acc_00649,free,savings_motivated,android,paid_social,4,0,33,0.0,False,False
fw_acc_00650,pro,mint_refugee,ios,mint_refugee,1,0,361,9.99,False,False
fw_acc_00651,pro,savings_motivated,ios,referral,1,0,329,9.99,True,False
fw_acc_00652,free,budget_focused,ios,organic,1,0,476,0.0,True,False
fw_acc_00653,free,budget_focused,ios,organic,1,0,108,0.0,True,False
fw_acc_00654,free,anxious_tracker,android,referral,3,0,550,0.0,True,False
fw_acc_00655,pro,new_to_tracking,android,organic,1,0,51,9.99,False,False
fw_acc_00656,free,anxious_tracker,android,referral,1,0,622,0.0,True,False
fw_acc_00657,free,mint_refugee,android,organic,1,0,333,0.0,True,False
fw_acc_00658,free,mint_refugee,android,organic,2,0,175,0.0,False,False
fw_acc_00659,free,budget_focused,ios,other,1,0,304,0.0,True,False
fw_acc_00660,pro,budget_focused,ios,organic,2,4,705,9.99,False,False
fw_acc_00661,free,savings_motivated,android,referral,1,0,720,0.0,False,False
fw_acc_00662,pro,savings_motivated,android,paid_social,1,0,490,9.99,True,False
fw_acc_00663,pro,savings_motivated,ios,organic,1,0,673,9.99,False,False
fw_acc_00664,free,anxious_tracker,android,referral,1,0,386,0.0,False,False
fw_acc_00665,pro,new_to_tracking,ios,organic,1,2,500,9.99,False,False
fw_acc_00666,free,mint_refugee,android,organic,1,0,119,0.0,False,False
fw_acc_00667,free,budget_focused,ios,referral,1,0,258,0.0,False,False
fw_acc_00668,free,budget_focused,android,referral,1,0,459,0.0,True,False
fw_acc_00669,free,savings_motivated,android,referral,1,3,512,0.0,False,False
fw_acc_00670,pro,anxious_tracker,android,organic,1,0,125,9.99,False,False
fw_acc_00671,pro,budget_focused,android,organic,1,0,236,9.99,False,False
fw_acc_00672,pro,savings_motivated,ios,organic,1,0,166,9.99,True,False
fw_acc_00673,free,budget_focused,ios,other,1,0,320,0.0,False,False
fw_acc_00674,pro,budget_focused,android,paid_social,1,0,105,9.99,False,False
fw_acc_00675,free,new_to_tracking,android,organic,1,0,576,0.0,True,False
fw_acc_00676,pro,anxious_tracker,ios,organic,1,0,456,9.99,True,False
fw_acc_00677,free,budget_focused,ios,paid_social,2,0,692,0.0,True,False
fw_acc_00678,pro,new_to_tracking,ios,other,2,0,700,9.99,True,False
fw_acc_00679,free,savings_motivated,ios,paid_social,1,3,153,0.0,False,False
fw_acc_00680,pro,savings_motivated,android,referral,1,0,479,9.99,False,False
fw_acc_00681,free,budget_focused,ios,referral,1,0,605,0.0,False,False
fw_acc_00682,free,new_to_tracking,ios,organic,1,0,52,0.0,False,False
fw_acc_00683,free,savings_motivated,ios,referral,1,0,300,0.0,True,False
fw_acc_00684,free,budget_focused,android,other,1,0,93,0.0,False,False
fw_acc_00685,free,new_to_tracking,ios,organic,1,0,478,0.0,False,False
fw_acc_00686,free,new_to_tracking,android,organic,1,0,50,0.0,False,False
fw_acc_00687,pro,anxious_tracker,android,paid_social,4,3,600,9.99,False,False
fw_acc_00688,free,mint_refugee,ios,mint_refugee,4,0,298,0.0,False,True
fw_acc_00689,free,anxious_tracker,android,organic,2,0,471,0.0,False,False
fw_acc_00690,free,mint_refugee,android,paid_social,1,0,100,0.0,False,False
fw_acc_00691,pro,budget_focused,ios,referral,4,0,666,9.99,False,False
fw_acc_00692,free,savings_motivated,android,organic,1,0,185,0.0,False,False
fw_acc_00693,pro,new_to_tracking,ios,referral,1,0,413,9.99,True,False
fw_acc_00694,pro,anxious_tracker,android,paid_social,4,0,708,9.99,False,False
fw_acc_00695,free,new_to_tracking,android,other,1,0,456,0.0,False,False
fw_acc_00696,free,mint_refugee,ios,referral,1,0,486,0.0,False,False
fw_acc_00697,free,budget_focused,android,organic,2,1,574,0.0,True,True
fw_acc_00698,free,budget_focused,ios,organic,2,1,211,0.0,False,False
fw_acc_00699,pro,new_to_tracking,android,referral,1,3,136,9.99,True,False
fw_acc_00700,pro,new_to_tracking,ios,other,1,0,127,9.99,True,False
fw_acc_00701,free,new_to_tracking,android,other,1,0,297,0.0,False,False
fw_acc_00702,pro,anxious_tracker,android,organic,1,0,77,9.99,True,False
fw_acc_00703,free,new_to_tracking,ios,paid_social,1,0,517,0.0,True,False
fw_acc_00704,pro,anxious_tracker,ios,paid_social,1,0,642,9.99,False,False
fw_acc_00705,pro,anxious_tracker,ios,paid_social,1,0,270,9.99,True,False
fw_acc_00706,free,savings_motivated,ios,organic,4,0,413,0.0,False,False
fw_acc_00707,free,savings_motivated,android,paid_social,1,0,427,0.0,False,False
fw_acc_00708,free,mint_refugee,android,mint_refugee,4,0,507,0.0,False,False
fw_acc_00709,free,savings_motivated,android,organic,1,0,561,0.0,True,False
fw_acc_00710,pro,anxious_tracker,ios,paid_social,1,0,407,9.99,True,False
fw_acc_00711,free,anxious_tracker,android,paid_social,1,0,661,0.0,True,False
fw_acc_00712,free,new_to_tracking,ios,paid_social,1,0,567,0.0,False,False
fw_acc_00713,pro,new_to_tracking,ios,organic,1,0,359,9.99,True,False
fw_acc_00714,free,mint_refugee,android,paid_social,1,0,708,0.0,False,False
fw_acc_00715,free,mint_refugee,ios,organic,2,2,647,0.0,False,True
fw_acc_00716,free,mint_refugee,ios,organic,1,1,619,0.0,True,False
