account_id,step_name,completed,completed_at
fw_acc_00188,view_first_spending_summary,True,2024-04-16
fw_acc_00188,link_second_account,True,2024-04-20
fw_acc_00188,set_first_goal,False,
fw_acc_00188,customise_first_category,False,
fw_acc_00189,link_first_account,True,2025-03-06
fw_acc_00189,complete_profile_setup,True,2025-03-09
fw_acc_00189,view_first_spending_summary,True,2025-03-11
fw_acc_00189,link_second_account,False,
fw_acc_00189,set_first_goal,False,
fw_acc_00189,customise_first_category,False,
fw_acc_00190,link_first_account,True,2025-11-28
fw_acc_00190,complete_profile_setup,True,2025-11-30
fw_acc_00190,view_first_spending_summary,True,2025-12-03
fw_acc_00190,link_second_account,False,
fw_acc_00190,set_first_goal,False,
fw_acc_00190,customise_first_category,False,
fw_acc_00191,link_first_account,True,2025-04-20
fw_acc_00191,complete_profile_setup,True,2025-04-24
fw_acc_00191,view_first_spending_summary,False,
fw_acc_00191,link_second_account,True,2025-04-25
fw_acc_00191,set_first_goal,False,
fw_acc_00191,customise_first_category,False,
fw_acc_00192,link_first_account,True,2024-05-28
fw_acc_00192,complete_profile_setup,True,2024-05-28
fw_acc_00192,view_first_spending_summary,False,
fw_acc_00192,link_second_account,False,
fw_acc_00192,set_first_goal,False,
fw_acc_00192,customise_first_category,False,
fw_acc_00193,link_first_account,True,2024-03-23
fw_acc_00193,complete_profile_setup,True,2024-03-23
fw_acc_00193,view_first_spending_summary,True,2024-03-24
fw_acc_00193,link_second_account,True,2024-03-29
fw_acc_00193,set_first_goal,False,
fw_acc_00193,customise_first_category,False,
fw_acc_00194,link_first_account,True,2024-05-01
fw_acc_00194,complete_profile_setup,True,2024-05-05
fw_acc_00194,view_first_spending_summary,False,
fw_acc_00194,link_second_account,True,2024-05-10
fw_acc_00194,set_first_goal,False,
fw_acc_00194,customise_first_category,False,
fw_acc_00195,link_first_account,True,2025-11-29
fw_acc_00195,complete_profile_setup,True,2025-12-01
fw_acc_00195,view_first_spending_summary,False,
fw_acc_00195,link_second_account,True,2025-12-05
fw_acc_00195,set_first_goal,False,
fw_acc_00195,customise_first_category,False,
fw_acc_00196,link_first_account,True,2024-09-23
fw_acc_00196,complete_profile_setup,True,2024-09-28
fw_acc_00196,view_first_spending_summary,False,
fw_acc_00196,link_second_account,False,
fw_acc_00196,set_first_goal,False,
fw_acc_00196,customise_first_category,False,
fw_acc_00197,link_first_account,True,2024-05-30
fw_acc_00197,complete_profile_setup,True,2024-06-04
fw_acc_00197,view_first_spending_summary,True,2024-06-06
fw_acc_00197,link_second_account,False,
fw_acc_00197,set_first_goal,False,
fw_acc_00197,customise_first_category,False,
fw_acc_00198,link_first_account,True,2025-03-30
fw_acc_00198,complete_profile_setup,True,2025-04-01
fw_acc_00198,view_first_spending_summary,True,2025-04-02
fw_acc_00198,link_second_account,False,
fw_acc_00198,set_first_goal,False,
fw_acc_00198,customise_first_category,True,2025-04-02
fw_acc_00199,link_first_account,True,2025-08-21
fw_acc_00199,complete_profile_setup,True,2025-08-21
fw_acc_00199,view_first_spending_summary,False,
fw_acc_00199,link_second_account,False,
fw_acc_00199,set_first_goal,False,
fw_acc_00199,customise_first_category,False,
fw_acc_00200,link_first_account,True,2024-07-30
fw_acc_00200,complete_profile_setup,True,2024-08-02
fw_acc_00200,view_first_spending_summary,True,2024-08-06
fw_acc_00200,link_second_account,True,2024-08-06
fw_acc_00200,set_first_goal,False,
fw_acc_00200,customise_first_category,True,2024-08-07
fw_acc_00201,link_first_account,True,2024-10-15
fw_acc_00201,complete_profile_setup,True,2024-10-16
fw_acc_00201,view_first_spending_summary,True,2024-10-20
fw_acc_00201,link_second_account,True,2024-10-22
fw_acc_00201,set_first_goal,False,
fw_acc_00201,customise_first_category,False,
fw_acc_00202,link_first_account,True,2024-03-21
fw_acc_00202,complete_profile_setup,True,2024-03-21
fw_acc_00202,view_first_spending_summary,False,
fw_acc_00202,link_second_account,False,
fw_acc_00202,set_first_goal,False,
fw_acc_00202,customise_first_category,False,
fw_acc_00203,link_first_account,True,2024-09-22
fw_acc_00203,complete_profile_setup,True,2024-09-27
fw_acc_00203,view_first_spending_summary,False,
fw_acc_00203,link_second_account,False,
fw_acc_00203,set_first_goal,False,
fw_acc_00203,customise_first_category,False,
fw_acc_00204,link_first_account,False,
fw_acc_00204,complete_profile_setup,True,2025-03-02
fw_acc_00204,view_first_spending_summary,True,2025-03-07
fw_acc_00204,link_second_account,False,
fw_acc_00204,set_first_goal,False,
fw_acc_00204,customise_first_category,False,
fw_acc_00205,link_first_account,True,2024-05-21
fw_acc_00205,complete_profile_setup,True,2024-05-21
fw_acc_00205,view_first_spending_summary,True,2024-05-21
fw_acc_00205,link_second_account,False,
fw_acc_00205,set_first_goal,False,
fw_acc_00205,customise_first_category,False,
fw_acc_00206,link_first_account,True,2024-06-08
fw_acc_00206,complete_profile_setup,True,2024-06-11
fw_acc_00206,view_first_spending_summary,False,
fw_acc_00206,link_second_account,True,2024-06-14
fw_acc_00206,set_first_goal,False,
fw_acc_00206,customise_first_category,False,
fw_acc_00207,link_first_account,False,
fw_acc_00207,complete_profile_setup,True,2025-07-19
fw_acc_00207,view_first_spending_summary,False,
fw_acc_00207,link_second_account,True,2025-07-24
fw_acc_00207,set_first_goal,False,
fw_acc_00207,customise_first_category,False,
fw_acc_00208,link_first_account,True,2024-10-13
fw_acc_00208,complete_profile_setup,True,2024-10-17
fw_acc_00208,view_first_spending_summary,True,2024-10-22
fw_acc_00208,link_second_account,False,
fw_acc_00208,set_first_goal,False,
fw_acc_00208,customise_first_category,False,
fw_acc_00209,link_first_account,False,
fw_acc_00209,complete_profile_setup,True,2025-03-09
fw_acc_00209,view_first_spending_summary,False,
fw_acc_00209,link_second_account,False,
fw_acc_00209,set_first_goal,True,2025-03-10
fw_acc_00209,customise_first_category,False,
fw_acc_00210,link_first_account,True,2025-10-08
fw_acc_00210,complete_profile_setup,True,2025-10-11
fw_acc_00210,view_first_spending_summary,False,
fw_acc_00210,link_second_account,True,2025-10-11
fw_acc_00210,set_first_goal,False,
fw_acc_00210,customise_first_category,False,
fw_acc_00211,link_first_account,True,2025-09-26
fw_acc_00211,complete_profile_setup,True,2025-09-26
fw_acc_00211,view_first_spending_summary,False,
fw_acc_00211,link_second_account,False,
fw_acc_00211,set_first_goal,True,2025-09-29
fw_acc_00211,customise_first_category,False,
fw_acc_00212,link_first_account,True,2024-07-06
fw_acc_00212,complete_profile_setup,True,2024-07-07
fw_acc_00212,view_first_spending_summary,False,
fw_acc_00212,link_second_account,False,
fw_acc_00212,set_first_goal,False,
fw_acc_00212,customise_first_category,False,
fw_acc_00213,link_first_account,True,2025-01-11
fw_acc_00213,complete_profile_setup,True,2025-01-15
fw_acc_00213,view_first_spending_summary,True,2025-01-18
fw_acc_00213,link_second_account,False,
fw_acc_00213,set_first_goal,False,
fw_acc_00213,customise_first_category,False,
fw_acc_00214,link_first_account,True,2024-04-18
fw_acc_00214,complete_profile_setup,True,2024-04-20
fw_acc_00214,view_first_spending_summary,False,
fw_acc_00214,link_second_account,False,
fw_acc_00214,set_first_goal,False,
fw_acc_00214,customise_first_category,False,
fw_acc_00215,link_first_account,True,2025-01-02
fw_acc_00215,complete_profile_setup,True,2025-01-02
fw_acc_00215,view_first_spending_summary,False,
fw_acc_00215,link_second_account,True,2025-01-06
fw_acc_00215,set_first_goal,False,
fw_acc_00215,customise_first_category,False,
fw_acc_00216,link_first_account,True,2024-08-06
fw_acc_00216,complete_profile_setup,True,2024-08-07
fw_acc_00216,view_first_spending_summary,True,2024-08-08
fw_acc_00216,link_second_account,True,2024-08-11
fw_acc_00216,set_first_goal,False,
fw_acc_00216,customise_first_category,False,
fw_acc_00217,link_first_account,False,
fw_acc_00217,complete_profile_setup,True,2025-02-11
fw_acc_00217,view_first_spending_summary,False,
fw_acc_00217,link_second_account,False,
fw_acc_00217,set_first_goal,False,
fw_acc_00217,customise_first_category,False,
fw_acc_00218,link_first_account,True,2025-03-15
fw_acc_00218,complete_profile_setup,True,2025-03-17
fw_acc_00218,view_first_spending_summary,True,2025-03-21
fw_acc_00218,link_second_account,False,
fw_acc_00218,set_first_goal,False,
fw_acc_00218,customise_first_category,False,
fw_acc_00219,link_first_account,True,2025-01-09
fw_acc_00219,complete_profile_setup,True,2025-01-11
fw_acc_00219,view_first_spending_summary,False,
fw_acc_00219,link_second_account,True,2025-01-14
fw_acc_00219,set_first_goal,False,
fw_acc_00219,customise_first_category,False,
fw_acc_00220,link_first_account,True,2024-07-19
fw_acc_00220,complete_profile_setup,True,2024-07-20
fw_acc_00220,view_first_spending_summary,True,2024-07-22
fw_acc_00220,link_second_account,True,2024-07-26
fw_acc_00220,set_first_goal,False,
fw_acc_00220,customise_first_category,False,
fw_acc_00221,link_first_account,False,
fw_acc_00221,complete_profile_setup,True,2024-03-13
fw_acc_00221,view_first_spending_summary,False,
fw_acc_00221,link_second_account,True,2024-03-16
fw_acc_00221,set_first_goal,False,
fw_acc_00221,customise_first_category,False,
fw_acc_00222,link_first_account,True,2025-06-27
fw_acc_00222,complete_profile_setup,True,2025-06-27
fw_acc_00222,view_first_spending_summary,False,
fw_acc_00222,link_second_account,True,2025-07-01
fw_acc_00222,set_first_goal,True,2025-07-04
fw_acc_00222,customise_first_category,False,
fw_acc_00223,link_first_account,False,
fw_acc_00223,complete_profile_setup,True,2024-03-20
fw_acc_00223,view_first_spending_summary,True,2024-03-23
fw_acc_00223,link_second_account,True,2024-03-25
fw_acc_00223,set_first_goal,False,
fw_acc_00223,customise_first_category,False,
fw_acc_00224,link_first_account,True,2024-03-13
fw_acc_00224,complete_profile_setup,True,2024-03-17
fw_acc_00224,view_first_spending_summary,True,2024-03-17
fw_acc_00224,link_second_account,True,2024-03-21
fw_acc_00224,set_first_goal,True,2024-03-26
fw_acc_00224,customise_first_category,False,
fw_acc_00225,link_first_account,True,2025-07-23
fw_acc_00225,complete_profile_setup,True,2025-07-26
fw_acc_00225,view_first_spending_summary,True,2025-07-29
fw_acc_00225,link_second_account,True,2025-07-30
fw_acc_00225,set_first_goal,False,
fw_acc_00225,customise_first_category,False,
fw_acc_00226,link_first_account,True,2024-08-23
fw_acc_00226,complete_profile_setup,False,
fw_acc_00226,view_first_spending_summary,True,2024-08-23
fw_acc_00226,link_second_account,True,2024-08-25
fw_acc_00226,set_first_goal,False,
fw_acc_00226,customise_first_category,False,
fw_acc_00227,link_first_account,True,2025-06-12
fw_acc_00227,complete_profile_setup,True,2025-06-15
fw_acc_00227,view_first_spending_summary,True,2025-06-20
fw_acc_00227,link_second_account,True,2025-06-23
fw_acc_00227,set_first_goal,False,
fw_acc_00227,customise_first_category,False,
fw_acc_00228,link_first_account,True,2024-10-08
fw_acc_00228,complete_profile_setup,True,2024-10-10
fw_acc_00228,view_first_spending_summary,True,2024-10-11
fw_acc_00228,link_second_account,True,2024-10-15
fw_acc_00228,set_first_goal,False,
fw_acc_00228,customise_first_category,False,
fw_acc_00229,link_first_account,False,
fw_acc_00229,complete_profile_setup,True,2024-08-10
fw_acc_00229,view_first_spending_summary,True,2024-08-11
fw_acc_00229,link_second_account,False,
fw_acc_00229,set_first_goal,False,
fw_acc_00229,customise_first_category,False,
fw_acc_00230,link_first_account,True,2025-05-02
fw_acc_00230,complete_profile_setup,True,2025-05-04
fw_acc_00230,view_first_spending_summary,False,
fw_acc_00230,link_second_account,False,
fw_acc_00230,set_first_goal,False,
fw_acc_00230,customise_first_category,False,
fw_acc_00231,link_first_account,True,2024-08-14
fw_acc_00231,complete_profile_setup,False,
fw_acc_00231,view_first_spending_summary,True,2024-08-17
fw_acc_00231,link_second_account,True,2024-08-21
fw_acc_00231,set_first_goal,False,
fw_acc_00231,customise_first_category,False,
fw_acc_00232,link_first_account,False,
fw_acc_00232,complete_profile_setup,True,2024-04-06
fw_acc_00232,view_first_spending_summary,False,
fw_acc_00232,link_second_account,False,
fw_acc_00232,set_first_goal,False,
fw_acc_00232,customise_first_category,False,
fw_acc_00233,link_first_account,True,2025-09-30
fw_acc_00233,complete_profile_setup,True,2025-10-04
fw_acc_00233,view_first_spending_summary,True,2025-10-06
fw_acc_00233,link_second_account,True,2025-10-08
fw_acc_00233,set_first_goal,True,2025-10-09
fw_acc_00233,customise_first_category,False,
fw_acc_00234,link_first_account,False,
fw_acc_00234,complete_profile_setup,True,2025-04-29
fw_acc_00234,view_first_spending_summary,True,2025-04-30
fw_acc_00234,link_second_account,False,
fw_acc_00234,set_first_goal,False,
fw_acc_00234,customise_first_category,True,2025-05-02
fw_acc_00235,link_first_account,True,2025-08-22
fw_acc_00235,complete_profile_setup,True,2025-08-27
fw_acc_00235,view_first_spending_summary,False,
fw_acc_00235,link_second_account,True,2025-08-29
fw_acc_00235,set_first_goal,False,
fw_acc_00235,customise_first_category,False,
fw_acc_00236,link_first_account,True,2025-04-29
fw_acc_00236,complete_profile_setup,True,2025-04-30
fw_acc_00236,view_first_spending_summary,True,2025-05-02
fw_acc_00236,link_second_account,False,
fw_acc_00236,set_first_goal,False,
fw_acc_00236,customise_first_category,False,
fw_acc_00237,link_first_account,True,2024-08-10
fw_acc_00237,complete_profile_setup,False,
fw_acc_00237,view_first_spending_summary,False,
fw_acc_00237,link_second_account,True,2024-08-15
fw_acc_00237,set_first_goal,False,
fw_acc_00237,customise_first_category,False,
fw_acc_00238,link_first_account,True,2024-11-04
fw_acc_00238,complete_profile_setup,True,2024-11-07
fw_acc_00238,view_first_spending_summary,False,
fw_acc_00238,link_second_account,False,
fw_acc_00238,set_first_goal,False,
fw_acc_00238,customise_first_category,False,
fw_acc_00239,link_first_account,True,2024-06-04
fw_acc_00239,complete_profile_setup,True,2024-06-09
fw_acc_00239,view_first_spending_summary,False,
fw_acc_00239,link_second_account,False,
fw_acc_00239,set_first_goal,False,
fw_acc_00239,customise_first_category,False,
fw_acc_00240,link_first_account,True,2025-09-26
fw_acc_00240,complete_profile_setup,True,2025-09-27
fw_acc_00240,view_first_spending_summary,True,2025-09-29
fw_acc_00240,link_second_account,False,
fw_acc_00240,set_first_goal,False,
fw_acc_00240,customise_first_category,False,
fw_acc_00241,link_first_account,False,
fw_acc_00241,complete_profile_setup,True,2024-06-29
fw_acc_00241,view_first_spending_summary,False,
fw_acc_00241,link_second_account,False,
fw_acc_00241,set_first_goal,False,
fw_acc_00241,customise_first_category,False,
fw_acc_00242,link_first_account,False,
fw_acc_00242,complete_profile_setup,True,2024-12-27
fw_acc_00242,view_first_spending_summary,False,
fw_acc_00242,link_second_account,True,2024-12-29
fw_acc_00242,set_first_goal,False,
fw_acc_00242,customise_first_category,False,
fw_acc_00243,link_first_account,True,2025-04-19
fw_acc_00243,complete_profile_setup,True,2025-04-19
fw_acc_00243,view_first_spending_summary,False,
fw_acc_00243,link_second_account,False,
fw_acc_00243,set_first_goal,False,
fw_acc_00243,customise_first_category,False,
fw_acc_00244,link_first_account,False,
fw_acc_00244,complete_profile_setup,True,2024-12-19
fw_acc_00244,view_first_spending_summary,True,2024-12-23
fw_acc_00244,link_second_account,False,
fw_acc_00244,set_first_goal,False,
fw_acc_00244,customise_first_category,False,
fw_acc_00245,link_first_account,True,2024-06-19
fw_acc_00245,complete_profile_setup,True,2024-06-22
fw_acc_00245,view_first_spending_summary,False,
fw_acc_00245,link_second_account,False,
fw_acc_00245,set_first_goal,False,
fw_acc_00245,customise_first_category,False,
fw_acc_00246,link_first_account,True,2025-12-16
fw_acc_00246,complete_profile_setup,True,2025-12-16
fw_acc_00246,view_first_spending_summary,True,2025-12-18
fw_acc_00246,link_second_account,True,2025-12-22
fw_acc_00246,set_first_goal,False,
fw_acc_00246,customise_first_category,False,
fw_acc_00247,link_first_account,False,
fw_acc_00247,complete_profile_setup,True,2024-03-25
fw_acc_00247,view_first_spending_summary,False,
fw_acc_00247,link_second_account,True,2024-03-26
fw_acc_00247,set_first_goal,False,
fw_acc_00247,customise_first_category,True,2024-03-30
fw_acc_00248,link_first_account,True,2024-07-20
fw_acc_00248,complete_profile_setup,True,2024-07-25
fw_acc_00248,view_first_spending_summary,False,
fw_acc_00248,link_second_account,True,2024-07-27
fw_acc_00248,set_first_goal,True,2024-07-30
fw_acc_00248,customise_first_category,False,
fw_acc_00249,link_first_account,True,2026-01-03
fw_acc_00249,complete_profile_setup,True,2026-01-06
fw_acc_00249,view_first_spending_summary,True,2026-01-07
fw_acc_00249,link_second_account,True,2026-01-10
fw_acc_00249,set_first_goal,False,
fw_acc_00249,customise_first_category,False,
fw_acc_00250,link_first_account,True,2025-04-30
fw_acc_00250,complete_profile_setup,True,2025-05-03
fw_acc_00250,view_first_spending_summary,False,
fw_acc_00250,link_second_account,True,2025-05-05
fw_acc_00250,set_first_goal,False,
fw_acc_00250,customise_first_category,False,
fw_acc_00251,link_first_account,False,
fw_acc_00251,complete_profile_setup,True,2025-01-22
fw_acc_00251,view_first_spending_summary,True,2025-01-25
fw_acc_00251,link_second_account,False,
fw_acc_00251,set_first_goal,False,
fw_acc_00251,customise_first_category,False,
fw_acc_00252,link_first_account,True,2025-10-04
fw_acc_00252,complete_profile_setup,True,2025-10-09
fw_acc_00252,view_first_spending_summary,False,
fw_acc_00252,link_second_account,True,2025-10-10
fw_acc_00252,set_first_goal,False,
fw_acc_00252,customise_first_category,False,
fw_acc_00253,link_first_account,True,2026-02-16
fw_acc_00253,complete_profile_setup,True,2026-02-18
fw_acc_00253,view_first_spending_summary,True,2026-02-23
fw_acc_00253,link_second_account,False,
fw_acc_00253,set_first_goal,True,2026-02-28
fw_acc_00253,customise_first_category,False,
fw_acc_00254,link_first_account,True,2024-11-06
fw_acc_00254,complete_profile_setup,True,2024-11-10
fw_acc_00254,view_first_spending_summary,False,
fw_acc_00254,link_second_account,True,2024-11-10
fw_acc_00254,set_first_goal,False,
fw_acc_00254,customise_first_category,False,
fw_acc_00255,link_first_account,False,
fw_acc_00255,complete_profile_setup,True,2024-05-27
fw_acc_00255,view_first_spending_summary,True,2024-05-27
fw_acc_00255,link_second_account,True,2024-05-28
fw_acc_00255,set_first_goal,False,
fw_acc_00255,customise_first_category,False,
fw_acc_00256,link_first_account,True,2024-06-16
fw_acc_00256,complete_profile_setup,True,2024-06-18
fw_acc_00256,view_first_spending_summary,False,
fw_acc_00256,link_second_account,False,
fw_acc_00256,set_first_goal,True,2024-06-23
fw_acc_00256,customise_first_category,False,
fw_acc_00257,link_first_account,True,2025-12-25
fw_acc_00257,complete_profile_setup,True,2025-12-28
fw_acc_00257,view_first_spending_summary,False,
fw_acc_00257,link_second_account,True,2025-12-29
fw_acc_00257,set_first_goal,False,
fw_acc_00257,customise_first_category,False,
fw_acc_00258,link_first_account,True,2025-06-20
fw_acc_00258,complete_profile_setup,True,2025-06-24
fw_acc_00258,view_first_spending_summary,False,
fw_acc_00258,link_second_account,True,2025-06-24
fw_acc_00258,set_first_goal,False,
fw_acc_00258,customise_first_category,False,
fw_acc_00259,link_first_account,True,2025-08-20
fw_acc_00259,complete_profile_setup,True,2025-08-22
fw_acc_00259,view_first_spending_summary,True,2025-08-22
fw_acc_00259,link_second_account,False,
fw_acc_00259,set_first_goal,False,
fw_acc_00259,customise_first_category,False,
fw_acc_00260,link_first_account,True,2025-03-27
fw_acc_00260,complete_profile_setup,True,2025-03-27
fw_acc_00260,view_first_spending_summary,False,
fw_acc_00260,link_second_account,False,
fw_acc_00260,set_first_goal,False,
fw_acc_00260,customise_first_category,False,
fw_acc_00261,link_first_account,True,2025-07-04
fw_acc_00261,complete_profile_setup,True,2025-07-08
fw_acc_00261,view_first_spending_summary,True,2025-07-12
fw_acc_00261,link_second_account,True,2025-07-17
fw_acc_00261,set_first_goal,False,
fw_acc_00261,customise_first_category,False,
fw_acc_00262,link_first_account,True,2025-01-18
fw_acc_00262,complete_profile_setup,True,2025-01-23
fw_acc_00262,view_first_spending_summary,True,2025-01-23
fw_acc_00262,link_second_account,True,2025-01-25
fw_acc_00262,set_first_goal,False,
fw_acc_00262,customise_first_category,False,
fw_acc_00263,link_first_account,True,2025-12-27
fw_acc_00263,complete_profile_setup,True,2025-12-28
fw_acc_00263,view_first_spending_summary,False,
fw_acc_00263,link_second_account,True,2026-01-02
fw_acc_00263,set_first_goal,False,
fw_acc_00263,customise_first_category,True,2026-01-07
fw_acc_00264,link_first_account,True,2025-07-11
fw_acc_00264,complete_profile_setup,True,2025-07-13
fw_acc_00264,view_first_spending_summary,True,2025-07-14
fw_acc_00264,link_second_account,False,
fw_acc_00264,set_first_goal,False,
fw_acc_00264,customise_first_category,False,
fw_acc_00265,link_first_account,True,2024-10-15
fw_acc_00265,complete_profile_setup,True,2024-10-19
fw_acc_00265,view_first_spending_summary,True,2024-10-24
fw_acc_00265,link_second_account,True,2024-10-25
fw_acc_00265,set_first_goal,False,
fw_acc_00265,customise_first_category,False,
fw_acc_00266,link_first_account,True,2024-10-31
fw_acc_00266,complete_profile_setup,True,2024-11-03
fw_acc_00266,view_first_spending_summary,False,
fw_acc_00266,link_second_account,False,
fw_acc_00266,set_first_goal,False,
fw_acc_00266,customise_first_category,False,
fw_acc_00267,link_first_account,True,2024-10-24
fw_acc_00267,complete_profile_setup,True,2024-10-28
fw_acc_00267,view_first_spending_summary,False,
fw_acc_00267,link_second_account,False,
fw_acc_00267,set_first_goal,False,
fw_acc_00267,customise_first_category,False,
fw_acc_00268,link_first_account,False,
fw_acc_00268,complete_profile_setup,True,2026-02-04
fw_acc_00268,view_first_spending_summary,True,2026-02-04
fw_acc_00268,link_second_account,True,2026-02-06
fw_acc_00268,set_first_goal,False,
fw_acc_00268,customise_first_category,False,
fw_acc_00269,link_first_account,True,2024-09-25
fw_acc_00269,complete_profile_setup,True,2024-09-26
fw_acc_00269,view_first_spending_summary,True,2024-09-28
fw_acc_00269,link_second_account,False,
fw_acc_00269,set_first_goal,False,
fw_acc_00269,customise_first_category,False,
fw_acc_00270,link_first_account,True,2025-02-24
fw_acc_00270,complete_profile_setup,True,2025-02-25
fw_acc_00270,view_first_spending_summary,False,
fw_acc_00270,link_second_account,True,2025-03-02
fw_acc_00270,set_first_goal,False,
fw_acc_00270,customise_first_category,False,
fw_acc_00271,link_first_account,True,2025-12-02
fw_acc_00271,complete_profile_setup,False,
fw_acc_00271,view_first_spending_summary,False,
fw_acc_00271,link_second_account,False,
fw_acc_00271,set_first_goal,False,
fw_acc_00271,customise_first_category,False,
fw_acc_00272,link_first_account,True,2025-09-15
fw_acc_00272,complete_profile_setup,True,2025-09-15
fw_acc_00272,view_first_spending_summary,True,2025-09-20
fw_acc_00272,link_second_account,True,2025-09-21
fw_acc_00272,set_first_goal,True,2025-09-24
fw_acc_00272,customise_first_category,False,
fw_acc_00273,link_first_account,False,
fw_acc_00273,complete_profile_setup,True,2026-02-04
fw_acc_00273,view_first_spending_summary,False,
fw_acc_00273,link_second_account,True,2026-02-07
fw_acc_00273,set_first_goal,False,
fw_acc_00273,customise_first_category,False,
fw_acc_00274,link_first_account,True,2024-03-06
fw_acc_00274,complete_profile_setup,False,
fw_acc_00274,view_first_spending_summary,True,2024-03-07
fw_acc_00274,link_second_account,False,
fw_acc_00274,set_first_goal,False,
fw_acc_00274,customise_first_category,False,
fw_acc_00275,link_first_account,True,2025-08-03
fw_acc_00275,complete_profile_setup,True,2025-08-08
fw_acc_00275,view_first_spending_summary,True,2025-08-08
fw_acc_00275,link_second_account,False,
fw_acc_00275,set_first_goal,False,
fw_acc_00275,customise_first_category,False,
fw_acc_00276,link_first_account,True,2024-11-06
fw_acc_00276,complete_profile_setup,True,2024-11-11
fw_acc_00276,view_first_spending_summary,False,
fw_acc_00276,link_second_account,False,
fw_acc_00276,set_first_goal,False,
fw_acc_00276,customise_first_category,False,
fw_acc_00277,link_first_account,True,2025-11-17
fw_acc_00277,complete_profile_setup,True,2025-11-18
fw_acc_00277,view_first_spending_summary,True,2025-11-20
fw_acc_00277,link_second_account,True,2025-11-20
fw_acc_00277,set_first_goal,False,
fw_acc_00277,customise_first_category,False,
fw_acc_00278,link_first_account,True,2024-12-02
fw_acc_00278,complete_profile_setup,True,2024-12-05
fw_acc_00278,view_first_spending_summary,False,
fw_acc_00278,link_second_account,False,
fw_acc_00278,set_first_goal,False,
fw_acc_00278,customise_first_category,True,2024-12-07
fw_acc_00279,link_first_account,False,
fw_acc_00279,complete_profile_setup,True,2024-03-14
fw_acc_00279,view_first_spending_summary,True,2024-03-16
fw_acc_00279,link_second_account,True,2024-03-21
fw_acc_00279,set_first_goal,False,
fw_acc_00279,customise_first_category,False,
fw_acc_00280,link_first_account,True,2024-07-23
fw_acc_00280,complete_profile_setup,True,2024-07-26
fw_acc_00280,view_first_spending_summary,False,
fw_acc_00280,link_second_account,False,
fw_acc_00280,set_first_goal,False,
fw_acc_00280,customise_first_category,False,
fw_acc_00281,link_first_account,True,2025-01-06
fw_acc_00281,complete_profile_setup,True,2025-01-06
fw_acc_00281,view_first_spending_summary,True,2025-01-06
fw_acc_00281,link_second_account,False,
fw_acc_00281,set_first_goal,False,
fw_acc_00281,customise_first_category,False,
fw_acc_00282,link_first_account,False,
fw_acc_00282,complete_profile_setup,True,2025-09-27
fw_acc_00282,view_first_spending_summary,False,
fw_acc_00282,link_second_account,False,
fw_acc_00282,set_first_goal,False,
fw_acc_00282,customise_first_category,False,
fw_acc_00283,link_first_account,True,2025-06-24
fw_acc_00283,complete_profile_setup,False,
fw_acc_00283,view_first_spending_summary,False,
fw_acc_00283,link_second_account,False,
fw_acc_00283,set_first_goal,False,
fw_acc_00283,customise_first_category,False,
fw_acc_00284,link_first_account,True,2024-11-15
fw_acc_00284,complete_profile_setup,True,2024-11-20
fw_acc_00284,view_first_spending_summary,False,
fw_acc_00284,link_second_account,False,
fw_acc_00284,set_first_goal,False,
fw_acc_00284,customise_first_category,False,
fw_acc_00285,link_first_account,True,2025-06-10
fw_acc_00285,complete_profile_setup,True,2025-06-15
fw_acc_00285,view_first_spending_summary,True,2025-06-16
fw_acc_00285,link_second_account,False,
fw_acc_00285,set_first_goal,False,
fw_acc_00285,customise_first_category,False,
fw_acc_00286,link_first_account,True,2025-04-01
fw_acc_00286,complete_profile_setup,True,2025-04-04
fw_acc_00286,view_first_spending_summary,False,
fw_acc_00286,link_second_account,True,2025-04-09
fw_acc_00286,set_first_goal,False,
fw_acc_00286,customise_first_category,False,
fw_acc_00287,link_first_account,True,2024-11-15
fw_acc_00287,complete_profile_setup,True,2024-11-15
fw_acc_00287,view_first_spending_summary,False,
fw_acc_00287,link_second_account,True,2024-11-20
fw_acc_00287,set_first_goal,False,
fw_acc_00287,customise_first_category,False,
fw_acc_00288,link_first_account,True,2025-01-18
fw_acc_00288,complete_profile_setup,True,2025-01-20
fw_acc_00288,view_first_spending_summary,False,
fw_acc_00288,link_second_account,True,2025-01-21
fw_acc_00288,set_first_goal,True,2025-01-24
fw_acc_00288,customise_first_category,True,2025-01-25
fw_acc_00289,link_first_account,True,2025-08-30
fw_acc_00289,complete_profile_setup,True,2025-08-30
fw_acc_00289,view_first_spending_summary,True,2025-09-02
fw_acc_00289,link_second_account,True,2025-09-05
fw_acc_00289,set_first_goal,False,
fw_acc_00289,customise_first_category,False,
fw_acc_00290,link_first_account,True,2025-12-01
fw_acc_00290,complete_profile_setup,True,2025-12-05
fw_acc_00290,view_first_spending_summary,False,
fw_acc_00290,link_second_account,True,2025-12-05
fw_acc_00290,set_first_goal,False,
fw_acc_00290,customise_first_category,False,
fw_acc_00291,link_first_account,True,2025-01-10
fw_acc_00291,complete_profile_setup,True,2025-01-15
fw_acc_00291,view_first_spending_summary,False,
fw_acc_00291,link_second_account,True,2025-01-17
fw_acc_00291,set_first_goal,False,
fw_acc_00291,customise_first_category,False,
fw_acc_00292,link_first_account,False,
fw_acc_00292,complete_profile_setup,True,2024-06-21
