account_id,month,active_days,sessions,goals_active,transactions_categorised,transactions_uncategorised,notifications_sent,notifications_opened,support_tickets,support_ticket_category
fw_acc_00421,2025-11-01,3,2,0,53,4,2,0,0,none
fw_acc_00421,2025-12-01,6,4,0,27,3,5,0,0,none
fw_acc_00421,2025-12-01,1,1,0,18,1,1,0,1,categorisation
fw_acc_00421,2026-01-01,3,2,0,39,3,2,0,0,none
fw_acc_00422,2025-03-01,5,3,0,44,10,4,1,0,none
fw_acc_00422,2025-04-01,0,0,0,36,8,0,0,0,none
fw_acc_00422,2025-05-01,5,2,0,18,7,2,0,0,none
fw_acc_00422,2025-06-01,0,0,0,43,15,0,0,0,none
fw_acc_00422,2025-07-01,0,0,0,26,6,0,0,0,none
fw_acc_00422,2025-08-01,0,0,0,37,12,0,0,0,none
fw_acc_00422,2025-09-01,0,0,0,46,10,0,0,0,none
fw_acc_00422,2025-10-01,0,0,0,25,7,0,0,0,none
fw_acc_00422,2025-11-01,0,0,0,15,5,0,0,0,none
fw_acc_00422,2025-12-01,0,0,0,39,10,0,0,0,none
fw_acc_00422,2025-12-01,0,0,0,29,14,0,0,0,none
fw_acc_00422,2026-01-01,0,0,0,19,8,0,0,0,none
fw_acc_00423,2025-10-01,4,3,0,17,6,4,1,0,none
fw_acc_00423,2025-11-01,3,2,0,41,9,2,0,0,none
fw_acc_00423,2025-12-01,0,0,0,21,9,0,0,0,none
fw_acc_00423,2025-12-01,0,0,0,33,7,0,0,0,none
fw_acc_00423,2026-01-01,0,0,0,37,8,0,0,0,none
fw_acc_00424,2025-12-01,8,4,0,41,9,5,1,1,other
fw_acc_00424,2025-12-01,1,1,0,7,3,1,0,0,none
fw_acc_00424,2026-01-01,0,0,0,31,13,0,0,0,none
fw_acc_00425,2025-09-01,8,5,0,48,13,7,2,0,none
fw_acc_00425,2025-10-01,1,1,0,31,11,1,0,0,none
fw_acc_00425,2025-11-01,0,0,0,38,18,0,0,0,none
fw_acc_00425,2025-12-01,0,0,0,57,17,0,0,0,none
fw_acc_00425,2025-12-01,0,0,0,19,7,0,0,0,none
fw_acc_00425,2026-01-01,0,0,0,52,20,0,0,0,none
fw_acc_00426,2025-03-01,8,5,0,39,16,7,2,0,none
fw_acc_00426,2025-04-01,7,3,0,39,14,4,1,0,none
fw_acc_00426,2025-05-01,0,0,0,18,7,0,0,0,none
fw_acc_00426,2025-06-01,0,0,0,22,7,0,0,0,none
fw_acc_00426,2025-07-01,0,0,0,30,11,0,0,0,none
fw_acc_00426,2025-08-01,0,0,0,51,23,0,0,0,none
fw_acc_00426,2025-09-01,0,0,0,14,3,0,0,0,none
fw_acc_00426,2025-10-01,0,0,0,21,6,0,0,0,none
fw_acc_00426,2025-11-01,0,0,0,34,8,0,0,0,none
fw_acc_00426,2025-12-01,0,0,0,26,9,0,0,0,none
fw_acc_00426,2025-12-01,0,0,0,35,10,0,0,0,none
fw_acc_00426,2026-01-01,0,0,0,24,7,0,0,1,categorisation
fw_acc_00427,2025-04-01,8,4,0,58,14,5,1,0,none
fw_acc_00427,2025-05-01,3,2,0,20,9,2,0,0,none
fw_acc_00427,2025-06-01,1,2,0,14,6,2,0,0,none
fw_acc_00427,2025-07-01,0,0,0,39,8,0,0,0,none
fw_acc_00427,2025-08-01,0,0,0,28,8,0,0,0,none
fw_acc_00427,2025-09-01,0,0,0,33,12,0,0,1,account_sync
fw_acc_00427,2025-10-01,0,0,0,43,14,0,0,0,none
fw_acc_00427,2025-11-01,0,0,0,21,5,0,0,0,none
fw_acc_00427,2025-12-01,0,0,0,23,5,0,0,0,none
fw_acc_00427,2025-12-01,0,0,0,54,12,0,0,0,none
fw_acc_00427,2026-01-01,0,0,0,42,18,0,0,0,none
fw_acc_00428,2025-04-01,2,5,0,33,4,7,2,0,none
fw_acc_00428,2025-05-01,23,10,0,39,4,14,5,0,none
fw_acc_00428,2025-06-01,13,8,0,47,4,11,3,0,none
fw_acc_00428,2025-07-01,11,6,0,37,1,8,2,0,none
fw_acc_00428,2025-08-01,5,3,0,46,2,4,1,0,none
fw_acc_00428,2025-09-01,14,8,0,52,8,11,3,0,none
fw_acc_00428,2025-10-01,10,5,0,72,3,7,1,0,none
fw_acc_00428,2025-11-01,0,0,0,59,9,0,0,0,none
fw_acc_00428,2025-12-01,7,3,0,39,3,4,0,0,none
fw_acc_00428,2025-12-01,3,2,0,44,5,2,0,0,none
fw_acc_00428,2026-01-01,4,3,0,30,3,4,0,0,none
fw_acc_00429,2025-03-01,3,2,0,57,8,2,0,0,none
fw_acc_00429,2025-04-01,8,6,0,34,4,8,3,0,none
fw_acc_00429,2025-05-01,9,7,0,42,6,9,3,0,none
fw_acc_00429,2025-06-01,14,6,0,47,2,8,2,0,none
fw_acc_00429,2025-07-01,5,4,0,17,0,5,1,0,none
fw_acc_00429,2025-08-01,13,6,0,29,3,8,2,0,none
fw_acc_00429,2025-09-01,4,2,0,33,4,2,0,0,none
fw_acc_00429,2025-10-01,9,4,0,50,7,5,1,0,none
fw_acc_00429,2025-11-01,0,0,0,45,3,0,0,0,none
fw_acc_00429,2025-12-01,2,1,0,42,3,1,0,0,none
fw_acc_00429,2025-12-01,2,1,0,42,2,1,0,0,none
fw_acc_00429,2026-01-01,4,2,0,36,4,2,0,0,none
fw_acc_00430,2025-03-01,28,19,2,39,3,26,10,0,none
fw_acc_00430,2025-04-01,19,15,2,47,3,21,8,0,none
fw_acc_00430,2025-05-01,16,8,2,37,3,11,3,0,none
fw_acc_00430,2025-06-01,16,8,2,33,3,11,3,0,none
fw_acc_00430,2025-07-01,17,8,2,37,2,11,3,1,feature_request
fw_acc_00430,2025-08-01,15,7,2,50,4,9,2,0,none
fw_acc_00430,2025-09-01,28,13,2,57,8,18,4,1,other
fw_acc_00430,2025-10-01,4,3,2,56,2,4,0,0,none
fw_acc_00430,2025-11-01,5,5,2,40,4,7,1,0,none
fw_acc_00430,2025-12-01,17,7,2,31,1,9,1,0,none
fw_acc_00430,2025-12-01,13,6,2,35,2,8,1,0,none
fw_acc_00430,2026-01-01,7,3,2,33,4,4,0,0,none
fw_acc_00431,2025-03-01,4,2,0,44,20,2,0,0,none
fw_acc_00431,2025-04-01,7,3,0,28,9,4,1,0,none
fw_acc_00431,2025-05-01,0,0,0,42,13,0,0,0,none
fw_acc_00431,2025-06-01,0,0,0,43,18,0,0,0,none
fw_acc_00431,2025-07-01,0,0,0,52,14,0,0,0,none
fw_acc_00431,2025-08-01,0,0,0,55,16,0,0,0,none
fw_acc_00431,2025-09-01,0,0,0,33,12,0,0,0,none
fw_acc_00431,2025-10-01,0,0,0,26,12,0,0,1,other
fw_acc_00431,2025-11-01,0,0,0,47,11,0,0,0,none
fw_acc_00431,2025-12-01,0,0,0,62,22,0,0,0,none
fw_acc_00431,2025-12-01,0,0,0,35,15,0,0,0,none
fw_acc_00431,2026-01-01,0,0,0,63,15,0,0,0,none
fw_acc_00432,2025-11-01,2,2,0,53,12,2,0,1,categorisation
fw_acc_00432,2025-12-01,3,2,0,29,12,2,0,0,none
fw_acc_00432,2025-12-01,0,0,0,27,8,0,0,1,account_sync
fw_acc_00432,2026-01-01,0,0,0,34,9,0,0,0,none
fw_acc_00433,2025-03-01,6,6,0,15,6,8,2,0,none
fw_acc_00433,2025-04-01,6,3,0,36,11,4,1,0,none
fw_acc_00433,2025-05-01,0,0,0,31,10,0,0,0,none
fw_acc_00433,2025-06-01,0,0,0,39,18,0,0,0,none
fw_acc_00433,2025-07-01,0,0,0,53,23,0,0,0,none
fw_acc_00433,2025-08-01,0,0,0,38,8,0,0,1,other
fw_acc_00433,2025-09-01,0,0,0,16,5,0,0,0,none
fw_acc_00433,2025-10-01,0,0,0,39,19,0,0,1,account_sync
fw_acc_00433,2025-11-01,0,0,0,37,11,0,0,0,none
fw_acc_00433,2025-12-01,0,0,0,29,9,0,0,0,none
fw_acc_00433,2025-12-01,0,0,0,52,12,0,0,0,none
fw_acc_00433,2026-01-01,0,0,0,42,15,0,0,0,none
fw_acc_00434,2025-03-01,20,10,0,32,4,14,5,0,none
fw_acc_00434,2025-04-01,22,10,0,46,6,14,5,0,none
fw_acc_00434,2025-05-01,20,8,0,59,8,11,3,0,none
fw_acc_00434,2025-06-01,20,8,0,29,2,11,3,0,none
fw_acc_00434,2025-07-01,10,6,0,44,5,8,2,0,none
fw_acc_00434,2025-08-01,15,6,0,33,3,8,2,0,none
fw_acc_00434,2025-09-01,5,3,0,74,9,4,1,0,none
fw_acc_00434,2025-10-01,6,4,0,42,2,5,1,0,none
fw_acc_00434,2025-11-01,5,4,0,36,2,5,1,0,none
fw_acc_00434,2025-12-01,6,5,0,67,6,7,1,0,none
fw_acc_00434,2025-12-01,3,2,0,59,6,2,0,0,none
fw_acc_00434,2026-01-01,2,2,0,42,2,2,0,1,account_sync
fw_acc_00435,2025-05-01,15,8,1,47,4,11,4,0,none
fw_acc_00435,2025-06-01,13,10,1,55,2,14,5,0,none
fw_acc_00435,2025-07-01,15,8,1,30,3,11,3,0,none
fw_acc_00435,2025-08-01,9,6,1,52,5,8,2,0,none
fw_acc_00435,2025-09-01,11,7,1,44,2,9,2,0,none
fw_acc_00435,2025-10-01,13,6,1,34,1,8,2,0,none
fw_acc_00435,2025-11-01,13,5,1,62,8,7,1,1,categorisation
fw_acc_00435,2025-12-01,12,5,1,35,2,7,1,0,none
fw_acc_00435,2025-12-01,2,2,1,53,5,2,0,0,none
fw_acc_00435,2026-01-01,6,3,1,33,1,4,0,0,none
fw_acc_00436,2025-03-01,10,8,0,53,7,11,4,0,none
fw_acc_00436,2025-04-01,10,7,0,51,5,9,3,0,none
fw_acc_00436,2025-05-01,12,8,0,39,4,11,3,0,none
fw_acc_00436,2025-06-01,8,7,0,34,2,9,3,0,none
fw_acc_00436,2025-07-01,3,3,0,31,1,4,1,1,categorisation
fw_acc_00436,2025-08-01,7,5,0,53,6,7,1,0,none
fw_acc_00436,2025-09-01,3,4,0,27,4,5,1,0,none
fw_acc_00436,2025-10-01,4,3,0,28,2,4,0,0,none
fw_acc_00436,2025-11-01,8,4,0,27,1,5,1,0,none
fw_acc_00436,2025-12-01,4,2,0,20,1,2,0,0,none
fw_acc_00436,2025-12-01,1,1,0,50,5,1,0,0,none
fw_acc_00436,2026-01-01,4,2,0,40,3,2,0,0,none
fw_acc_00437,2026-01-01,1,1,0,33,8,1,0,0,none
fw_acc_00438,2025-03-01,12,12,3,36,1,16,6,0,none
fw_acc_00438,2025-04-01,28,14,3,25,3,19,7,0,none
fw_acc_00438,2025-05-01,2,1,3,50,4,1,0,0,none
fw_acc_00438,2025-06-01,3,2,3,58,6,2,0,0,none
fw_acc_00438,2025-07-01,0,0,3,30,3,0,0,0,none
fw_acc_00438,2025-08-01,1,1,3,54,5,1,0,0,none
fw_acc_00438,2025-09-01,5,2,3,29,2,2,0,0,none
fw_acc_00438,2025-10-01,0,0,3,68,7,0,0,0,none
fw_acc_00438,2025-11-01,0,0,3,19,1,0,0,0,none
fw_acc_00438,2025-12-01,0,0,3,10,0,0,0,0,none
fw_acc_00438,2025-12-01,0,0,3,20,1,0,0,0,none
fw_acc_00438,2026-01-01,0,0,3,22,2,0,0,0,none
fw_acc_00439,2025-03-01,16,14,2,13,1,19,7,0,none
fw_acc_00439,2025-04-01,23,15,2,41,3,21,8,0,none
fw_acc_00439,2025-05-01,21,11,2,27,4,15,5,0,none
fw_acc_00439,2025-06-01,7,9,2,58,3,12,4,0,none
fw_acc_00439,2025-07-01,16,7,2,55,5,9,2,0,none
fw_acc_00439,2025-08-01,26,13,2,16,0,18,5,0,none
fw_acc_00439,2025-09-01,6,4,2,27,3,5,1,0,none
fw_acc_00439,2025-10-01,15,6,2,36,3,8,1,0,none
fw_acc_00439,2025-11-01,7,5,2,37,5,7,1,0,none
fw_acc_00439,2025-12-01,6,3,2,34,4,4,0,0,none
fw_acc_00439,2025-12-01,7,5,2,49,4,7,1,0,none
fw_acc_00439,2026-01-01,4,3,2,50,4,4,0,0,none
fw_acc_00440,2025-12-01,11,12,2,39,5,16,6,0,none
fw_acc_00440,2026-01-01,28,17,2,41,5,23,8,0,none
fw_acc_00441,2025-12-01,5,4,0,38,17,5,1,0,none
fw_acc_00441,2025-12-01,5,3,0,23,9,4,0,0,none
fw_acc_00441,2026-01-01,0,0,0,24,5,0,0,0,none
fw_acc_00442,2025-03-01,2,3,0,31,13,4,1,0,none
fw_acc_00442,2025-04-01,3,2,0,28,11,2,0,0,none
fw_acc_00442,2025-05-01,7,4,0,25,11,5,1,0,none
fw_acc_00442,2025-06-01,1,1,0,27,8,1,0,0,none
fw_acc_00442,2025-07-01,0,0,0,9,3,0,0,0,none
fw_acc_00442,2025-08-01,0,0,0,39,18,0,0,0,none
fw_acc_00442,2025-09-01,0,0,0,46,21,0,0,0,none
fw_acc_00442,2025-10-01,0,0,0,56,13,0,0,0,none
fw_acc_00442,2025-11-01,0,0,0,22,8,0,0,0,none
fw_acc_00442,2025-12-01,0,0,0,32,12,0,0,0,none
fw_acc_00442,2025-12-01,0,0,0,27,7,0,0,0,none
fw_acc_00442,2026-01-01,0,0,0,37,9,0,0,0,none
fw_acc_00443,2025-10-01,11,8,3,49,4,11,4,0,none
fw_acc_00443,2025-11-01,0,0,3,9,1,0,0,0,none
fw_acc_00443,2025-12-01,18,11,3,21,1,15,5,0,none
fw_acc_00443,2025-12-01,10,7,3,21,1,9,3,0,none
fw_acc_00443,2026-01-01,11,9,3,45,5,12,3,1,categorisation
fw_acc_00444,2025-03-01,3,2,0,16,5,2,0,0,none
fw_acc_00444,2025-04-01,7,3,0,18,5,4,1,0,none
fw_acc_00444,2025-05-01,2,1,0,43,21,1,0,0,none
fw_acc_00444,2025-06-01,1,1,0,43,13,1,0,0,none
fw_acc_00444,2025-07-01,0,0,0,39,12,0,0,0,none
fw_acc_00444,2025-08-01,0,0,0,45,18,0,0,0,none
fw_acc_00444,2025-09-01,0,0,0,45,18,0,0,1,feature_request
fw_acc_00444,2025-10-01,0,0,0,38,10,0,0,0,none
fw_acc_00444,2025-11-01,0,0,0,36,15,0,0,0,none
fw_acc_00444,2025-12-01,0,0,0,18,5,0,0,0,none
fw_acc_00444,2025-12-01,0,0,0,40,15,0,0,0,none
fw_acc_00444,2026-01-01,0,0,0,21,8,0,0,0,none
fw_acc_00445,2025-12-01,8,5,0,40,6,7,0,0,none
fw_acc_00445,2026-01-01,16,7,0,33,3,9,0,0,none
fw_acc_00446,2025-03-01,6,4,0,37,11,5,1,0,none
fw_acc_00446,2025-04-01,4,2,0,38,16,2,0,0,none
fw_acc_00446,2025-05-01,1,2,0,26,7,2,0,0,none
fw_acc_00446,2025-06-01,1,1,0,43,9,1,0,1,billing
fw_acc_00446,2025-07-01,0,0,0,66,17,0,0,0,none
fw_acc_00446,2025-08-01,0,0,0,36,12,0,0,0,none
fw_acc_00446,2025-09-01,0,0,0,42,15,0,0,0,none
fw_acc_00446,2025-10-01,0,0,0,31,10,0,0,0,none
fw_acc_00446,2025-11-01,0,0,0,15,4,0,0,0,none
fw_acc_00446,2025-12-01,0,0,0,38,11,0,0,0,none
fw_acc_00446,2025-12-01,0,0,0,33,13,0,0,0,none
fw_acc_00446,2026-01-01,0,0,0,53,14,0,0,0,none
fw_acc_00447,2025-03-01,7,3,0,63,20,4,1,0,none
fw_acc_00447,2025-04-01,7,4,0,23,10,5,1,0,none
fw_acc_00447,2025-05-01,3,2,0,48,12,2,0,0,none
fw_acc_00447,2025-06-01,1,1,0,53,17,1,0,0,none
fw_acc_00447,2025-07-01,0,0,0,24,10,0,0,0,none
fw_acc_00447,2025-08-01,0,0,0,27,10,0,0,0,none
fw_acc_00447,2025-09-01,0,0,0,30,14,0,0,1,categorisation
fw_acc_00447,2025-10-01,0,0,0,26,10,0,0,1,account_sync
fw_acc_00447,2025-11-01,0,0,0,11,4,0,0,0,none
fw_acc_00447,2025-12-01,0,0,0,8,2,0,0,0,none
fw_acc_00447,2025-12-01,0,0,0,36,8,0,0,0,none
fw_acc_00447,2026-01-01,0,0,0,45,16,0,0,1,categorisation
fw_acc_00448,2025-03-01,6,4,0,18,7,5,1,0,none
fw_acc_00448,2025-04-01,2,2,0,9,1,2,0,0,none
fw_acc_00448,2025-05-01,3,2,0,30,14,2,0,0,none
fw_acc_00448,2025-06-01,1,1,0,15,6,1,0,0,none
fw_acc_00448,2025-07-01,0,0,0,24,9,0,0,0,none
fw_acc_00448,2025-08-01,0,0,0,22,4,0,0,0,none
fw_acc_00448,2025-09-01,0,0,0,45,14,0,0,0,none
fw_acc_00448,2025-10-01,0,0,0,34,12,0,0,0,none
fw_acc_00448,2025-11-01,0,0,0,23,7,0,0,0,none
fw_acc_00448,2025-12-01,0,0,0,32,12,0,0,0,none
fw_acc_00448,2025-12-01,0,0,0,28,9,0,0,0,none
fw_acc_00448,2026-01-01,0,0,0,18,7,0,0,0,none
fw_acc_00449,2025-12-01,7,5,0,16,5,7,2,0,none
fw_acc_00449,2026-01-01,2,1,0,44,10,1,0,0,none
fw_acc_00450,2025-12-01,4,3,0,41,17,4,1,0,none
fw_acc_00450,2025-12-01,3,2,0,23,7,2,0,0,none
fw_acc_00450,2026-01-01,1,1,0,62,24,1,0,0,none
fw_acc_00451,2025-03-01,19,13,1,70,7,18,7,0,none
fw_acc_00451,2025-04-01,21,10,1,41,3,14,5,0,none
fw_acc_00451,2025-05-01,18,11,1,25,1,15,5,0,none
fw_acc_00451,2025-06-01,22,11,1,45,2,15,5,0,none
fw_acc_00451,2025-07-01,20,12,1,9,1,16,4,0,none
fw_acc_00451,2025-08-01,18,9,1,47,6,12,3,0,none
fw_acc_00451,2025-09-01,18,8,1,21,1,11,2,0,none
fw_acc_00451,2025-10-01,9,4,1,53,5,5,1,0,none
fw_acc_00451,2025-11-01,8,6,1,73,7,8,1,0,none
fw_acc_00451,2025-12-01,2,2,1,53,4,2,0,0,none
fw_acc_00451,2025-12-01,1,2,1,30,1,2,0,0,none
fw_acc_00451,2026-01-01,4,2,1,35,2,2,0,0,none
fw_acc_00452,2025-03-01,6,4,0,37,12,5,1,0,none
fw_acc_00452,2025-04-01,6,3,0,36,11,4,1,0,none
fw_acc_00452,2025-05-01,0,0,0,46,17,0,0,0,none
fw_acc_00452,2025-06-01,0,0,0,14,6,0,0,0,none
fw_acc_00452,2025-07-01,0,0,0,28,13,0,0,0,none
fw_acc_00452,2025-08-01,0,0,0,33,14,0,0,0,none
fw_acc_00452,2025-09-01,0,0,0,33,8,0,0,0,none
fw_acc_00452,2025-10-01,0,0,0,33,11,0,0,0,none
fw_acc_00452,2025-11-01,0,0,0,47,12,0,0,0,none
fw_acc_00452,2025-12-01,0,0,0,31,7,0,0,0,none
fw_acc_00452,2025-12-01,0,0,0,30,7,0,0,0,none
fw_acc_00452,2026-01-01,0,0,0,53,20,0,0,0,none
fw_acc_00453,2025-03-01,4,3,0,38,15,4,1,0,none
fw_acc_00453,2025-04-01,3,2,0,63,14,2,0,0,none
fw_acc_00453,2025-05-01,3,2,0,47,16,2,0,0,none
fw_acc_00453,2025-06-01,0,0,0,18,6,0,0,0,none
fw_acc_00453,2025-07-01,0,0,0,14,5,0,0,0,none
fw_acc_00453,2025-08-01,0,0,0,40,12,0,0,0,none
fw_acc_00453,2025-09-01,0,0,0,33,9,0,0,0,none
fw_acc_00453,2025-10-01,0,0,0,37,10,0,0,0,none
fw_acc_00453,2025-11-01,0,0,0,42,10,0,0,0,none
fw_acc_00453,2025-12-01,0,0,0,58,16,0,0,0,none
fw_acc_00453,2025-12-01,0,0,0,34,10,0,0,0,none
fw_acc_00453,2026-01-01,0,0,0,32,14,0,0,0,none
fw_acc_00454,2025-03-01,4,2,0,48,20,2,0,0,none
fw_acc_00454,2025-04-01,4,2,0,27,9,2,0,0,none
fw_acc_00454,2025-05-01,1,1,0,43,15,1,0,0,none
fw_acc_00454,2025-06-01,0,0,0,9,3,0,0,0,none
fw_acc_00454,2025-07-01,0,0,0,46,11,0,0,0,none
fw_acc_00454,2025-08-01,0,0,0,26,12,0,0,0,none
fw_acc_00454,2025-09-01,0,0,0,19,9,0,0,0,none
fw_acc_00454,2025-10-01,0,0,0,14,4,0,0,0,none
fw_acc_00454,2025-11-01,0,0,0,31,12,0,0,0,none
fw_acc_00454,2025-12-01,0,0,0,21,5,0,0,0,none
fw_acc_00454,2025-12-01,0,0,0,30,12,0,0,1,billing
fw_acc_00454,2026-01-01,0,0,0,32,15,0,0,1,billing
fw_acc_00455,2025-10-01,6,5,0,36,13,7,2,0,none
fw_acc_00455,2025-11-01,2,2,0,33,14,2,0,0,none
fw_acc_00455,2025-12-01,3,1,0,25,11,1,0,0,none
fw_acc_00455,2025-12-01,0,0,0,18,7,0,0,0,none
fw_acc_00455,2026-01-01,0,0,0,34,13,0,0,1,categorisation
fw_acc_00456,2025-08-01,4,3,0,40,14,4,1,0,none
fw_acc_00456,2025-09-01,1,1,0,44,12,1,0,0,none
fw_acc_00456,2025-10-01,5,2,0,32,13,2,0,0,none
fw_acc_00456,2025-11-01,1,1,0,17,8,1,0,1,account_sync
fw_acc_00456,2025-12-01,0,0,0,46,15,0,0,0,none
fw_acc_00456,2025-12-01,0,0,0,36,16,0,0,0,none
fw_acc_00456,2026-01-01,0,0,0,24,7,0,0,0,none
fw_acc_00457,2025-03-01,0,0,0,40,14,0,0,0,none
fw_acc_00457,2025-04-01,5,3,0,20,5,4,1,0,none
fw_acc_00457,2025-05-01,4,2,0,37,17,2,0,0,none
fw_acc_00457,2025-06-01,1,1,0,43,17,1,0,0,none
fw_acc_00457,2025-07-01,0,0,0,31,14,0,0,0,none
fw_acc_00457,2025-08-01,0,0,0,35,12,0,0,1,billing
fw_acc_00457,2025-09-01,0,0,0,34,12,0,0,0,none
fw_acc_00457,2025-10-01,0,0,0,18,6,0,0,0,none
fw_acc_00457,2025-11-01,0,0,0,32,10,0,0,0,none
fw_acc_00457,2025-12-01,0,0,0,25,8,0,0,0,none
fw_acc_00457,2025-12-01,0,0,0,32,10,0,0,0,none
fw_acc_00457,2026-01-01,0,0,0,49,16,0,0,0,none
fw_acc_00458,2025-03-01,4,2,0,51,16,2,0,0,none
fw_acc_00458,2025-04-01,3,2,0,39,10,2,0,0,none
fw_acc_00458,2025-05-01,1,2,0,50,24,2,0,0,none
fw_acc_00458,2025-06-01,2,1,0,15,6,1,0,0,none
fw_acc_00458,2025-07-01,0,0,0,31,15,0,0,0,none
fw_acc_00458,2025-08-01,0,0,0,40,15,0,0,0,none
fw_acc_00458,2025-09-01,0,0,0,33,15,0,0,0,none
fw_acc_00458,2025-10-01,0,0,0,39,11,0,0,0,none
fw_acc_00458,2025-11-01,0,0,0,27,8,0,0,0,none
fw_acc_00458,2025-12-01,0,0,0,47,15,0,0,0,none
fw_acc_00458,2025-12-01,0,0,0,38,17,0,0,1,categorisation
fw_acc_00458,2026-01-01,0,0,0,8,2,0,0,1,billing
fw_acc_00459,2025-11-01,28,15,3,46,7,21,8,0,none
fw_acc_00459,2025-12-01,25,12,3,38,3,16,6,0,none
fw_acc_00459,2025-12-01,22,8,3,35,4,11,3,0,none
fw_acc_00459,2026-01-01,14,5,3,47,5,7,2,0,none
fw_acc_00460,2025-07-01,17,8,0,33,5,11,4,0,none
fw_acc_00460,2025-08-01,1,6,0,29,2,8,3,0,none
fw_acc_00460,2025-09-01,11,4,0,27,3,5,1,0,none
fw_acc_00460,2025-10-01,4,3,0,28,1,4,1,0,none
fw_acc_00460,2025-11-01,7,6,0,38,4,8,2,0,none
fw_acc_00460,2025-12-01,12,7,0,51,6,9,2,0,none
fw_acc_00460,2025-12-01,4,3,0,62,3,4,1,0,none
fw_acc_00460,2026-01-01,5,3,0,46,6,4,0,0,none
fw_acc_00461,2025-05-01,7,4,0,39,13,5,1,0,none
fw_acc_00461,2025-06-01,4,3,0,36,15,4,1,0,none
fw_acc_00461,2025-07-01,3,2,0,44,14,2,0,0,none
fw_acc_00461,2025-08-01,0,1,0,26,9,1,0,0,none
fw_acc_00461,2025-09-01,0,0,0,24,7,0,0,0,none
fw_acc_00461,2025-10-01,0,0,0,26,6,0,0,0,none
fw_acc_00461,2025-11-01,0,0,0,48,19,0,0,0,none
fw_acc_00461,2025-12-01,0,0,0,50,11,0,0,0,none
fw_acc_00461,2025-12-01,0,0,0,18,8,0,0,0,none
fw_acc_00461,2026-01-01,0,0,0,27,12,0,0,0,none
fw_acc_00462,2025-05-01,5,4,0,31,14,5,1,0,none
fw_acc_00462,2025-06-01,5,4,0,25,8,5,1,0,none
fw_acc_00462,2025-07-01,6,3,0,23,7,4,1,0,none
fw_acc_00462,2025-08-01,2,1,0,45,10,1,0,1,other
fw_acc_00462,2025-09-01,0,0,0,31,13,0,0,1,account_sync
fw_acc_00462,2025-10-01,0,0,0,23,11,0,0,0,none
fw_acc_00462,2025-11-01,0,0,0,36,12,0,0,0,none
fw_acc_00462,2025-12-01,0,0,0,57,20,0,0,0,none
fw_acc_00462,2025-12-01,0,0,0,38,16,0,0,0,none
fw_acc_00462,2026-01-01,0,0,0,35,14,0,0,0,none
fw_acc_00463,2025-03-01,8,5,0,38,11,7,2,0,none
fw_acc_00463,2025-04-01,4,2,0,38,17,2,0,0,none
fw_acc_00463,2025-05-01,0,0,0,23,6,0,0,0,none
fw_acc_00463,2025-06-01,0,0,0,44,17,0,0,0,none
fw_acc_00463,2025-07-01,0,0,0,35,16,0,0,0,none
fw_acc_00463,2025-08-01,0,0,0,40,13,0,0,0,none
fw_acc_00463,2025-09-01,0,0,0,46,11,0,0,0,none
fw_acc_00463,2025-10-01,0,0,0,43,18,0,0,1,account_sync
fw_acc_00463,2025-11-01,0,0,0,27,7,0,0,1,categorisation
fw_acc_00463,2025-12-01,0,0,0,50,10,0,0,0,none
fw_acc_00463,2025-12-01,0,0,0,25,6,0,0,0,none
fw_acc_00463,2026-01-01,0,0,0,42,13,0,0,0,none
fw_acc_00464,2025-03-01,3,3,0,39,12,4,1,0,none
fw_acc_00464,2025-04-01,5,2,0,28,11,2,0,0,none
fw_acc_00464,2025-05-01,2,1,0,36,13,1,0,0,none
fw_acc_00464,2025-06-01,1,1,0,38,12,1,0,0,none
fw_acc_00464,2025-07-01,0,0,0,51,13,0,0,0,none
fw_acc_00464,2025-08-01,0,0,0,38,8,0,0,0,none
fw_acc_00464,2025-09-01,0,0,0,47,14,0,0,0,none
fw_acc_00464,2025-10-01,0,0,0,14,6,0,0,0,none
fw_acc_00464,2025-11-01,0,0,0,35,12,0,0,0,none
fw_acc_00464,2025-12-01,0,0,0,34,7,0,0,0,none
fw_acc_00464,2025-12-01,0,0,0,32,6,0,0,0,none
fw_acc_00464,2026-01-01,0,0,0,25,6,0,0,0,none
fw_acc_00465,2025-03-01,11,9,0,34,2,12,4,0,none
fw_acc_00465,2025-04-01,12,6,0,27,1,8,3,0,none
fw_acc_00465,2025-05-01,0,0,0,33,4,0,0,0,none
fw_acc_00465,2025-06-01,1,1,0,41,5,1,0,0,none
fw_acc_00465,2025-07-01,1,1,0,66,5,1,0,0,none
fw_acc_00465,2025-08-01,0,0,0,10,0,0,0,0,none
fw_acc_00465,2025-09-01,0,0,0,22,3,0,0,0,none
fw_acc_00465,2025-10-01,0,0,0,34,3,0,0,0,none
fw_acc_00465,2025-11-01,2,1,0,17,2,1,0,0,none
fw_acc_00465,2025-12-01,0,0,0,29,1,0,0,0,none
fw_acc_00465,2025-12-01,0,0,0,40,3,0,0,0,none
fw_acc_00465,2026-01-01,0,0,0,26,3,0,0,0,none
fw_acc_00466,2025-10-01,8,3,0,29,12,4,1,0,none
fw_acc_00466,2025-11-01,7,2,0,29,7,2,0,0,none
fw_acc_00466,2025-12-01,2,1,0,24,10,1,0,0,none
